0.000,-8.140285,-1.570596,-3.849876,0.001065,0.002131,0.000000
15.800,-8.140285,-1.561020,-3.849876,0.002131,0.001065,0.002131
23.378,-8.111555,-1.561020,-3.849876,0.001065,0.000000,0.001065
31.357,-8.121132,-1.532289,-3.801992,0.002131,0.000000,0.001065
46.966,-8.140285,-1.561020,-3.849876,0.002131,0.000000,0.001065
54.530,-8.140285,-1.561020,-3.840300,0.001065,-0.001065,0.002131
62.345,-8.130709,-1.570596,-3.849876,-0.001065,0.000000,0.002131
69.790,-8.130709,-1.561020,-3.840300,-0.001065,0.000000,0.002131
85.718,-8.121132,-1.541866,-3.869030,-0.002131,0.000000,0.001065
93.702,-8.159439,-1.570596,-3.830723,-0.001065,0.001065,0.001065
101.512,-8.121132,-1.561020,-3.859453,0.001065,0.001065,0.001065
117.059,-8.130709,-1.561020,-3.859453,0.002131,0.001065,0.001065
124.692,-8.130709,-1.561020,-3.859453,0.002131,0.000000,0.002131
132.470,-8.140285,-1.561020,-3.840300,-0.000000,0.000000,0.002131
140.050,-8.159439,-1.561020,-3.840300,-0.000000,0.000000,0.002131
155.849,-8.149862,-1.561020,-3.840300,-0.000000,0.000000,0.002131
163.626,-8.140285,-1.561020,-3.840300,-0.000000,0.001065,0.002131
171.639,-8.111555,-1.551443,-3.859453,-0.000000,0.001065,0.002131
187.236,-8.140285,-1.532289,-3.830723,-0.000000,0.001065,0.002131
195.013,-8.149862,-1.561020,-3.869030,0.001065,0.000000,0.002131
202.796,-8.149862,-1.541866,-3.849876,-0.000000,0.000000,0.001065
210.359,-8.140285,-1.551443,-3.869030,-0.000000,0.000000,0.001065
226.172,-8.121132,-1.570596,-3.849876,0.001065,0.000000,0.002131
233.783,-8.130709,-1.541866,-3.849876,-0.000000,0.000000,0.002131
241.763,-8.140285,-1.561020,-3.859453,-0.000000,0.000000,0.002131
257.207,-8.149862,-1.570596,-3.859453,0.001065,0.000000,0.002131
264.938,-8.121132,-1.570596,-3.859453,-0.000000,0.000000,0.001065
272.920,-8.111555,-1.551443,-3.830723,-0.000000,0.000000,0.001065
280.377,-8.121132,-1.561020,-3.859453,0.001065,0.001065,0.001065
296.082,-8.140285,-1.561020,-3.859453,0.002131,0.000000,0.001065
303.908,-8.140285,-1.551443,-3.849876,0.002131,0.000000,0.002131
311.891,-8.140285,-1.561020,-3.849876,0.001065,0.000000,0.002131
327.498,-8.149862,-1.551443,-3.859453,0.001065,0.000000,0.002131
335.264,-8.130709,-1.551443,-3.859453,-0.001065,0.000000,0.002131
342.878,-8.111555,-1.580173,-3.869030,-0.001065,0.000000,0.002131
350.324,-8.130709,-1.570596,-3.840300,-0.000000,-0.001065,0.003196
366.252,-8.130709,-1.551443,-3.830723,-0.000000,-0.001065,0.002131
374.234,-8.130709,-1.561020,-3.830723,-0.001065,-0.001065,0.002131
381.513,-8.130709,-1.561020,-3.878607,-0.000000,-0.001065,0.001065
397.665,-8.121132,-1.561020,-3.849876,0.001065,-0.001065,0.002131
405.223,-8.130709,-1.541866,-3.859453,0.001065,0.000000,0.001065
413.203,-8.140285,-1.551443,-3.840300,-0.000000,0.000000,0.001065
420.454,-8.121132,-1.541866,-3.869030,-0.000000,0.000000,0.001065
436.579,-8.121132,-1.541866,-3.869030,0.001065,0.001065,0.001065
444.160,-8.159439,-1.561020,-3.859453,-0.000000,0.000000,0.001065
452.180,-8.130709,-1.561020,-3.849876,0.001065,0.000000,0.001065
467.767,-8.169016,-1.561020,-3.849876,-0.000000,0.000000,0.002131
475.347,-8.130709,-1.561020,-3.840300,-0.000000,0.000000,0.001065
483.329,-8.149862,-1.551443,-3.888184,-0.000000,-0.001065,0.001065
490.777,-8.140285,-1.570596,-3.811569,-0.002131,-0.001065,0.002131
506.504,-8.130709,-1.580173,-3.849876,-0.002131,-0.001065,0.001065
514.486,-8.159439,-1.551443,-3.830723,-0.000000,-0.001065,0.002131
521.768,-8.140285,-1.561020,-3.830723,-0.001065,0.000000,0.002131
537.897,-8.130709,-1.551443,-3.859453,-0.000000,-0.001065,0.002131
545.478,-8.130709,-1.551443,-3.859453,-0.000000,-0.001065,0.001065
553.454,-8.140285,-1.561020,-3.840300,-0.000000,-0.001065,0.001065
560.934,-8.121132,-1.551443,-3.869030,-0.000000,-0.001065,0.002131
576.635,-8.140285,-1.561020,-3.849876,-0.001065,-0.001065,0.002131
584.441,-8.130709,-1.541866,-3.859453,-0.000000,0.000000,0.002131
592.429,-8.121132,-1.551443,-3.849876,0.001065,0.000000,0.001065
607.890,-8.140285,-1.551443,-3.849876,0.001065,0.000000,0.001065
615.801,-8.111555,-1.551443,-3.840300,0.002131,0.001065,0.001065
623.582,-8.140285,-1.561020,-3.859453,0.002131,0.000000,0.001065
631.062,-8.159439,-1.541866,-3.840300,0.001065,-0.001065,0.001065
646.758,-8.140285,-1.551443,-3.859453,-0.001065,-0.001065,0.000000
654.769,-8.149862,-1.561020,-3.849876,-0.003196,-0.002131,0.001065
662.018,-8.130709,-1.570596,-3.869030,-0.001065,-0.002131,0.002131
678.211,-8.140285,-1.551443,-3.869030,-0.000000,-0.003196,0.001065
685.929,-8.140285,-1.561020,-3.849876,-0.000000,-0.002131,0.001065
693.537,-8.140285,-1.570596,-3.840300,0.001065,-0.001065,0.001065
701.190,-8.130709,-1.541866,-3.849876,0.002131,-0.001065,0.001065
716.913,-8.140285,-1.551443,-3.869030,0.001065,-0.001065,0.001065
724.693,-8.130709,-1.561020,-3.830723,-0.000000,-0.002131,0.001065
732.679,-8.159439,-1.561020,-3.859453,-0.001065,-0.001065,0.002131
748.085,-8.130709,-1.561020,-3.849876,-0.001065,-0.001065,0.001065
755.854,-8.140285,-1.561020,-3.849876,-0.001065,-0.001065,0.001065
763.664,-8.130709,-1.561020,-3.840300,-0.000000,-0.001065,0.002131
771.115,-8.140285,-1.570596,-3.830723,0.001065,-0.001065,0.002131
787.236,-8.149862,-1.561020,-3.878607,-0.000000,-0.001065,0.002131
794.825,-8.140285,-1.561020,-3.840300,-0.000000,0.000000,0.001065
802.299,-8.140285,-1.532289,-3.859453,-0.000000,-0.001065,0.001065
818.194,-8.130709,-1.561020,-3.849876,-0.000000,-0.001065,0.002131
826.009,-8.159439,-1.570596,-3.840300,0.001065,0.000000,0.001065
833.990,-8.140285,-1.561020,-3.859453,0.003196,0.001065,0.001065
841.473,-8.140285,-1.580173,-3.840300,0.002131,0.001065,0.001065
857.364,-8.130709,-1.561020,-3.840300,0.001065,0.001065,0.001065
