0.000,0.524330,9.567230,-1.395820,0.004261,0.007457,-0.001065
5.057,0.517148,9.583989,-1.379060,-0.004261,0.005326,-0.002131
10.117,0.524330,9.600749,-1.376666,0.002131,0.003196,-0.001065
15.168,0.517148,9.579201,-1.400608,0.003196,0.005326,-0.002131
20.223,0.538695,9.567230,-1.395820,0.001065,0.007457,-0.001065
25.278,0.507571,9.572019,-1.407791,0.001065,0.005326,-0.001065
30.333,0.509965,9.579201,-1.398214,0.003196,0.004261,-0.002131
35.389,0.538695,9.548077,-1.414973,0.004261,0.004261,-0.001065
40.444,0.526724,9.567230,-1.417367,0.002131,0.004261,-0.001065
45.499,0.529119,9.560047,-1.422156,0.002131,0.005326,-0.001065
50.555,0.524330,9.605537,-1.405396,0.003196,0.005326,-0.001065
55.610,0.517148,9.579201,-1.388637,0.001065,0.006392,-0.003196
60.665,0.519542,9.617508,-1.379060,0.000000,0.004261,-0.002131
65.721,0.509965,9.588778,-1.395820,0.003196,0.005326,-0.002131
70.775,0.512359,9.612720,-1.410185,0.002131,0.006392,-0.002131
75.830,0.502782,9.579201,-1.388637,0.001065,0.006392,-0.001065
80.886,0.521936,9.572019,-1.412579,0.002131,0.005326,-0.001065
85.941,0.517148,9.581595,-1.393425,0.002131,0.005326,-0.001065
90.996,0.517148,9.588778,-1.400608,0.002131,0.005326,-0.001065
96.051,0.529119,9.574412,-1.403002,0.002131,0.005326,-0.002131
101.106,0.541090,9.560047,-1.407791,0.002131,0.005326,-0.003196
106.162,0.531513,9.574412,-1.391031,0.003196,0.006392,-0.001065
111.217,0.548272,9.581595,-1.403002,0.002131,0.004261,-0.002131
116.272,0.533907,9.586384,-1.398214,0.002131,0.005326,-0.003196
121.327,0.507571,9.560047,-1.393425,0.000000,0.006392,-0.002131
126.382,0.514753,9.576807,-1.395820,0.004261,0.005326,-0.003196
131.438,0.536301,9.622296,-1.417367,0.002131,0.004261,-0.001065
136.493,0.529119,9.572019,-1.398214,0.000000,0.003196,-0.001065
141.548,0.521936,9.583989,-1.388637,0.001065,0.004261,-0.001065
146.604,0.505177,9.564836,-1.367089,0.002131,0.004261,0.000000
151.659,0.517148,9.567230,-1.395820,0.001065,0.005326,-0.001065
156.713,0.533907,9.583989,-1.395820,-0.001065,0.004261,0.000000
161.770,0.524330,9.569624,-1.388637,0.003196,0.004261,0.000000
166.825,0.529119,9.569624,-1.393425,0.003196,0.005326,-0.001065
171.879,0.536301,9.576807,-1.398214,0.001065,0.006392,-0.003196
176.935,0.533907,9.583989,-1.391031,0.001065,0.006392,-0.002131
181.990,0.526724,9.600749,-1.400608,0.002131,0.006392,-0.002131
