0.000,-8.954314,-0.373495,-0.344765,6.425,0.001065,0.000000,0.002131
15.780,-8.983045,-0.373495,-0.344765,16.304,-0.000000,0.000000,0.003196
23.388,-8.973468,-0.363919,-0.335188,26.596,0.001065,-0.001065,0.003196
31.399,-8.992621,-0.373495,-0.325611,36.683,0.001065,-0.001065,0.002131
38.680,-8.983045,-0.363919,-0.363919,46.774,0.002131,0.000000,0.002131
54.835,-8.973468,-0.363919,-0.335188,56.726,-0.000000,0.000000,0.001065
62.619,-8.973468,-0.392649,-0.335188,66.725,-0.000000,0.000000,0.002131
70.233,-8.954314,-0.373495,-0.344765,76.962,-0.001065,-0.001065,0.002131
86.053,-9.002198,-0.402226,-0.354342,86.417,-0.001065,-0.001065,0.001065
93.668,-8.973468,-0.373495,-0.344765,96.807,-0.002131,-0.001065,0.001065
101.478,-8.992621,-0.354342,-0.335188,106.826,-0.000000,0.000000,0.002131
108.964,-8.983045,-0.373495,-0.354342,117.042,0.001065,0.000000,0.002131
124.889,-8.973468,-0.392649,-0.335188,126.868,0.001065,0.000000,0.002131
132.895,-8.963891,-0.354342,-0.325611,136.953,-0.001065,0.000000,0.001065
140.364,-8.983045,-0.392649,-0.354342,146.883,-0.000000,-0.001065,0.002131
156.207,-8.973468,-0.383072,-0.354342,156.695,0.001065,-0.001065,0.001065
163.944,-8.973468,-0.373495,-0.316035,166.969,0.001065,-0.001065,0.002131
171.965,-8.973468,-0.373495,-0.344765,177.030,-0.000000,0.000000,0.001065
179.240,-8.983045,-0.383072,-0.363919,187.162,0.001065,0.000000,0.002131
195.361,-8.992621,-0.383072,-0.354342,196.897,0.001065,0.000000,0.001065
203.178,-8.973468,-0.363919,-0.363919,207.061,-0.000000,-0.001065,0.001065
210.786,-9.002198,-0.373495,-0.335188,217.282,-0.001065,-0.001065,0.001065
226.480,-8.954314,-0.373495,-0.363919,226.679,-0.000000,-0.001065,0.001065
234.230,-8.963891,-0.354342,-0.354342,237.191,0.001065,-0.001065,0.000000
242.204,-8.983045,-0.354342,-0.363919,247.161,0.002131,-0.001065,0.001065
249.686,-8.983045,-0.373495,-0.373495,257.224,0.002131,0.001065,0.001065
265.442,-8.983045,-0.354342,-0.354342,266.706,-0.000000,0.001065,0.001065
273.255,-9.002198,-0.373495,-0.373495,277.227,-0.000000,0.001065,0.001065
280.737,-9.002198,-0.373495,-0.354342,287.314,-0.000000,0.000000,0.001065
296.902,-8.992621,-0.354342,-0.354342,297.113,-0.000000,0.000000,0.000000
304.470,-9.002198,-0.383072,-0.354342,307.288,0.001065,0.000000,0.001065
312.487,-8.983045,-0.383072,-0.363919,317.389,0.001065,0.000000,0.002131
319.771,-8.983045,-0.363919,-0.363919,327.327,0.001065,-0.001065,0.003196
335.921,-8.963891,-0.392649,-0.335188,337.318,-0.000000,-0.001065,0.001065
343.535,-8.992621,-0.383072,-0.354342,347.395,-0.000000,-0.001065,0.001065
351.511,-8.973468,-0.363919,-0.363919,357.380,-0.000000,-0.001065,0.002131
367.155,-8.963891,-0.383072,-0.335188,367.055,0.001065,-0.001065,0.002131
374.952,-8.992621,-0.363919,-0.335188,377.551,-0.000000,-0.001065,0.002131
382.561,-8.973468,-0.383072,-0.373495,387.504,-0.000000,-0.001065,0.001065
390.041,-8.954314,-0.383072,-0.373495,397.760,-0.000000,-0.001065,0.002131
406.170,-8.983045,-0.354342,-0.344765,407.251,0.001065,-0.001065,0.002131
413.778,-9.002198,-0.392649,-0.335188,417.568,-0.000000,-0.002131,0.002131
421.261,-8.992621,-0.354342,-0.335188,427.648,0.001065,-0.002131,0.001065
437.270,-8.983045,-0.373495,-0.325611,437.403,0.001065,-0.001065,0.001065
445.000,-8.983045,-0.363919,-0.344765,447.655,0.002131,-0.001065,0.001065
453.010,-8.992621,-0.402226,-0.335188,457.756,0.001065,-0.001065,0.001065
460.286,-8.983045,-0.363919,-0.325611,467.897,-0.000000,-0.002131,0.002131
476.248,-8.983045,-0.383072,-0.335188,477.512,-0.000000,-0.001065,0.002131
484.262,-8.973468,-0.392649,-0.363919,487.769,-0.001065,-0.002131,0.002131
491.869,-8.983045,-0.383072,-0.354342,497.968,-0.001065,-0.001065,0.001065
507.669,-8.992621,-0.392649,-0.344765,507.576,-0.001065,-0.001065,0.001065
515.476,-8.983045,-0.383072,-0.354342,517.903,-0.000000,-0.001065,0.001065
523.286,-8.992621,-0.373495,-0.354342,527.881,-0.000000,-0.002131,0.001065
530.857,-8.983045,-0.354342,-0.335188,538.054,-0.000000,-0.002131,0.001065
546.697,-8.983045,-0.383072,-0.344765,547.652,-0.001065,-0.002131,0.001065
554.304,-8.973468,-0.383072,-0.373495,557.976,-0.001065,-0.001065,0.001065
561.985,-8.983045,-0.373495,-0.325611,567.977,-0.001065,-0.001065,0.001065
577.929,-8.973468,-0.383072,-0.325611,577.905,-0.001065,-0.001065,0.001065
585.556,-8.963891,-0.383072,-0.373495,588.017,-0.000000,0.000000,0.001065
593.566,-8.973468,-0.383072,-0.363919,597.937,-0.001065,0.000000,0.001065
600.912,-9.002198,-0.373495,-0.344765,608.027,-0.000000,0.001065,0.001065
616.970,-8.973468,-0.373495,-0.344765,617.736,0.001065,0.001065,0.001065
624.784,-8.963891,-0.373495,-0.373495,628.123,-0.000000,0.001065,0.001065
632.597,-8.973468,-0.373495,-0.344765,638.036,-0.001065,0.000000,0.002131
648.220,-8.973468,-0.363919,-0.354342,648.135,-0.000000,0.000000,0.002131
656.032,-8.992621,-0.363919,-0.344765,658.091,-0.000000,-0.001065,0.002131
663.613,-9.002198,-0.373495,-0.354342,668.221,0.001065,-0.001065,0.002131
671.095,-8.983045,-0.363919,-0.354342,678.283,0.001065,-0.002131,0.002131
687.054,-8.963891,-0.383072,-0.316035,687.802,-0.000000,-0.002131,0.002131
695.060,-8.983045,-0.373495,-0.325611,698.316,-0.000000,-0.002131,0.002131
702.675,-9.002198,-0.373495,-0.306458,708.350,-0.000000,-0.001065,0.002131
718.393,-8.973468,-0.383072,-0.392649,718.371,-0.001065,-0.001065,0.002131
726.281,-8.963891,-0.383072,-0.363919,728.391,-0.001065,-0.001065,0.002131
733.892,-8.963891,-0.383072,-0.344765,738.476,-0.001065,-0.001065,0.001065
741.570,-8.983045,-0.373495,-0.373495,748.604,-0.002131,-0.001065,0.001065
757.327,-8.973468,-0.383072,-0.344765,758.057,-0.001065,-0.001065,0.001065
765.340,-8.963891,-0.392649,-0.354342,768.498,-0.000000,-0.001065,0.002131
772.920,-8.973468,-0.363919,-0.344765,778.569,0.001065,-0.001065,0.002131
788.598,-9.002198,-0.373495,-0.363919,788.502,0.002131,-0.001065,0.002131
796.359,-8.992621,-0.363919,-0.325611,798.611,0.001065,-0.001065,0.003196
804.172,-8.963891,-0.383072,-0.354342,808.591,-0.000000,0.000000,0.002131
811.650,-9.011775,-0.363919,-0.335188,818.634,0.001065,0.000000,0.001065
827.806,-8.963891,-0.373495,-0.402226,828.183,0.001065,-0.001065,0.001065
835.586,-8.973468,-0.363919,-0.325611,838.597,0.002131,-0.001065,0.002131
843.403,-8.983045,-0.373495,-0.354342,848.679,0.002131,-0.001065,0.002131
858.734,-9.002198,-0.373495,-0.335188,858.702,0.001065,0.000000,0.002131
866.635,-8.992621,-0.373495,-0.354342,868.741,0.001065,0.000000,0.002131
874.652,-8.973468,-0.373495,-0.316035,878.847,-0.000000,-0.001065,0.002131
881.927,-8.973468,-0.383072,-0.344765,888.755,0.001065,-0.001065,0.002131
898.055,-8.973468,-0.392649,-0.335188,898.494,0.001065,-0.001065,0.001065
905.670,-8.973468,-0.363919,-0.383072,908.823,0.001065,-0.001065,0.001065
913.676,-8.954314,-0.373495,-0.344765,918.945,0.001065,-0.001065,0.002131
920.963,-8.983045,-0.383072,-0.354342,928.825,0.002131,-0.001065,0.002131
937.092,-8.983045,-0.363919,-0.344765,938.981,0.001065,0.000000,0.002131
944.894,-9.011775,-0.373495,-0.325611,948.940,0.001065,0.000000,0.001065
952.742,-8.983045,-0.392649,-0.335188,959.006,-0.000000,0.000000,0.001065
968.136,-8.973468,-0.392649,-0.354342,968.699,-0.000000,0.000000,0.001065
975.951,-8.983045,-0.363919,-0.354342,979.085,-0.001065,-0.001065,0.002131
