-8.996094,-0.132812,-0.230469, 0.007812,0.003906,-0.003906 
-8.933594,-0.183594,-0.171875, -0.007812,0.003906,-0.001953 
-8.992188,-0.210938,-0.250000, 0.000000,-0.009766,-0.003906 
-9.000000,-0.218750,-0.210938, 0.003906,0.003906,-0.003906 
-9.039062,-0.164062,-0.199219, 0.000000,0.005859,0.000000 
-9.015625,-0.230469,-0.238281, 0.007812,0.005859,0.005859 
-8.992188,-0.183594,-0.171875, 0.003906,0.003906,0.015625 
-9.000000,-0.230469,-0.199219, -0.001953,-0.005859,-0.005859 
-8.960938,-0.164062,-0.210938, 0.000000,0.005859,-0.001953 
-9.031250,-0.218750,-0.183594, -0.003906,0.000000,0.000000 
-8.972656,-0.218750,-0.199219, 0.003906,0.000000,-0.001953 
-9.003906,-0.171875,-0.191406, 0.001953,-0.005859,0.003906 
-9.015625,-0.269531,-0.199219, 0.001953,0.003906,-0.007812 
-9.015625,-0.191406,-0.238281, 0.011719,-0.009766,-0.001953 
-9.031250,-0.183594,-0.183594, -0.003906,-0.003906,-0.009766 
-9.000000,-0.171875,-0.210938, 0.000000,0.000000,0.000000 
-9.000000,-0.171875,-0.199219, 0.009766,-0.001953,0.001953 
-9.015625,-0.191406,-0.191406, -0.001953,0.003906,-0.001953 
-9.019531,-0.250000,-0.230469, -0.003906,0.000000,0.001953 
-8.964844,-0.171875,-0.230469, -0.005859,-0.003906,-0.003906 
-9.003906,-0.152344,-0.199219, -0.003906,0.009766,-0.003906 
-8.957031,-0.183594,-0.199219, 0.000000,-0.001953,-0.005859 
-9.007812,-0.164062,-0.218750, -0.005859,0.001953,0.013672 
-8.953125,-0.171875,-0.164062, -0.005859,0.005859,-0.005859 
-8.984375,-0.164062,-0.152344, -0.005859,0.005859,0.001953 
-8.964844,-0.171875,-0.164062, -0.007812,-0.001953,-0.001953 
-9.042969,-0.210938,-0.210938, -0.005859,0.000000,-0.001953 
-9.000000,-0.191406,-0.199219, 0.000000,0.005859,-0.003906 
-8.953125,-0.171875,-0.183594, -0.001953,-0.003906,0.003906 
-9.015625,-0.183594,-0.164062, 0.001953,0.001953,-0.003906 
-8.988281,-0.171875,-0.183594, -0.007812,0.005859,0.000000 
-9.019531,-0.238281,-0.210938, -0.003906,0.000000,0.001953 
-8.972656,-0.164062,-0.210938, 0.001953,0.009766,0.003906 
-9.050781,-0.132812,-0.199219, 0.001953,-0.003906,-0.005859 
-9.000000,-0.210938,-0.191406, 0.005859,0.003906,0.005859 
-8.968750,-0.183594,-0.171875, 0.005859,0.003906,0.005859 
-8.960938,-0.218750,-0.199219, 0.001953,-0.001953,0.005859 
-8.960938,-0.125000,-0.210938, -0.003906,0.001953,0.000000 
-9.011719,-0.210938,-0.218750, -0.001953,-0.009766,0.001953 
-8.964844,-0.164062,-0.218750, -0.011719,-0.001953,-0.003906 
-8.988281,-0.218750,-0.144531, -0.005859,0.005859,0.003906 
-9.003906,-0.238281,-0.171875, 0.007812,-0.001953,-0.011719 
-9.039062,-0.199219,-0.183594, 0.003906,-0.001953,0.009766 
-9.031250,-0.257812,-0.230469, 0.003906,-0.001953,-0.003906 
-9.054688,-0.199219,-0.199219, 0.001953,0.001953,0.007812 
-9.046875,-0.191406,-0.210938, 0.000000,0.000000,-0.001953 
-8.992188,-0.164062,-0.191406, -0.003906,0.001953,0.009766 
-9.003906,-0.171875,-0.230469, -0.007812,0.001953,-0.017578 
-8.972656,-0.183594,-0.289062, -0.005859,-0.009766,0.013672 
-9.015625,-0.230469,-0.191406, 0.011719,0.001953,-0.007812 
-9.011719,-0.199219,-0.183594, 0.003906,-0.001953,0.009766 
-8.992188,-0.171875,-0.171875, 0.001953,0.005859,0.005859 
-9.015625,-0.171875,-0.218750, -0.011719,0.000000,0.003906 
-8.996094,-0.164062,-0.199219, 0.007812,0.005859,0.000000 
-8.984375,-0.210938,-0.218750, 0.009766,0.001953,0.007812 
-8.972656,-0.191406,-0.199219, 0.000000,0.003906,-0.001953 
-8.992188,-0.144531,-0.171875, 0.000000,0.005859,0.003906 
-8.972656,-0.191406,-0.210938, -0.003906,0.000000,-0.009766 
-9.000000,-0.171875,-0.250000, -0.001953,-0.001953,0.001953 
-9.035156,-0.250000,-0.230469, -0.003906,0.003906,0.000000 
-8.992188,-0.171875,-0.238281, 0.007812,-0.001953,0.003906 
-9.003906,-0.230469,-0.171875, -0.007812,0.003906,-0.009766 
-9.011719,-0.171875,-0.199219, -0.005859,-0.001953,0.001953 
-8.984375,-0.132812,-0.183594, 0.001953,0.003906,0.000000 
